run,relative_s,error_m
max/run01,67.3837011814115,0.5711692634189135
max/run01,67.4837011814115,0.5793218229751126
max/run01,67.5837011814115,0.5832324768944162
max/run01,67.8837011814115,0.5854644917662182
max/run01,67.9837011814115,0.5738177687528194
max/run01,68.0837011814115,0.5863709584478878
max/run01,68.1837011814115,0.5841769168346423
max/run01,68.2837011814115,0.574134016709549
max/run01,68.3837011814115,0.5701618233973031
max/run01,68.48370118141149,0.563063743275823
max/run01,68.5837011814115,0.5652802527848754
max/run01,68.6837011814115,0.5685350339459012
max/run01,68.7837011814115,0.5617100168815783
max/run01,68.8837011814115,0.5669220080789596
max/run01,68.98370118141149,0.5704187926559455
max/run01,69.0837011814115,0.564228337541333
max/run01,69.1837011814115,0.5771275601622315
max/run01,69.2837011814115,0.5846486887278637
max/run01,69.3837011814115,0.5620379400220487
max/run01,69.48370118141149,0.5667899433038536
max/run01,69.5837011814115,0.5762512556600257
max/run01,69.6837011814115,0.5839733061771161
max/run01,69.78370118141149,0.6029487709479205
max/run01,69.8837011814115,0.620573802497211
max/run01,69.98370118141149,0.6399429000751824
max/run01,70.08370118141148,0.6809275520162982
max/run01,70.1837011814115,0.7206863954628758
max/run01,70.28370118141149,0.7475934544526636
max/run01,70.6837011814115,0.7866941649513388
max/run01,70.78370118141149,0.79597729896173
max/run01,70.8837011814115,0.8323079602081137
max/run01,70.98370118141149,0.8361451454308443
max/run01,71.08370118141148,0.8351110350743218
max/run01,71.1837011814115,0.857355236777839
max/run01,71.28370118141149,0.8562904869962294
max/run01,71.38370118141148,0.8400717884545829
max/run01,71.48370118141149,0.7926382565942659
max/run01,71.58370118141148,0.7321883060781555
max/run01,71.68370118141148,0.6868711352007746
max/run01,71.78370118141149,0.6211684934419246
max/run01,72.08370118141148,0.6751149336015235
max/run01,72.18370118141148,0.7317115381023033
max/run01,72.28370118141149,0.770600457490699
max/run01,72.38370118141148,0.8174205111908098
max/run01,72.48370118141149,0.8475371369904178
max/run01,72.58370118141148,0.8630240213820959
max/run01,72.68370118141148,0.8871463626663186
max/run01,72.78370118141149,0.8855195961759261
max/run01,72.88370118141148,0.8798903250375619
max/run01,73.18370118141148,0.828932324414592
max/run01,73.28370118141147,0.8157728972439746
max/run01,73.38370118141148,0.8265456951535423
max/run01,73.48370118141148,0.8274896273272367
max/run01,73.58370118141148,0.8358463996303612
max/run01,73.68370118141148,0.8327458359017532
max/run01,73.78370118141147,0.83536001231223
max/run01,73.88370118141148,0.8552741780354715
max/run01,74.18370118141148,0.8813673069554242
max/run01,74.28370118141147,0.9068415605289649
max/run01,74.38370118141148,0.9003165081315798
max/run01,74.48370118141148,0.9060503171800796
max/run01,74.58370118141147,0.9091232194764466
max/run01,74.78370118141147,0.8934044909597719
max/run01,74.88370118141147,0.8953884388897675
max/run01,74.98370118141148,0.9144037953114333
max/run01,75.08370118141147,0.9229365429476061
max/run01,75.18370118141148,0.9292883112976679
max/run01,75.28370118141147,0.949047873516001
max/run01,75.38370118141147,0.9548718695866297
max/run01,75.48370118141148,0.9567116757967102
max/run01,75.58370118141147,0.9701005973713029
max/run01,75.68370118141148,0.9850253377198804
max/run01,75.78370118141147,0.9842817383573055
max/run01,75.88370118141147,0.9907096802252934
max/run01,75.98370118141148,0.9823126994867242
max/run01,76.08370118141147,0.9640927581014157
max/run01,76.18370118141146,0.9968649744419136
max/run01,76.28370118141147,0.9737994849599652
max/run01,76.38370118141147,0.9981970544878341
max/run01,76.88370118141147,1.0481597160049692
