run,start_s,rows,gt_common_samples,error_median,residual_median,transient_frames,effective_min,novel_accepted,invalid_rejected,added,speed_max,angular_speed_max,csv_gap_max
run03,391,8,7,1.6549597094116875,0.0651590225,0,930,0,0,3518,0.5129470023404055,0.0999795759131584,0.19983506202697754
run03,392,8,6,1.6558255562765898,0.060497674,0,995,0,0,2388,0.2379126518468929,0.08258651428076637,0.3001217842102051
run03,393,9,8,1.6619739528064417,0.059231893,0,960,0,0,2516,0.2291981783268479,0.023223872222976578,0.20006132125854492
run03,394,10,9,1.661810181711177,0.0588761865,0,977,0,0,1970,0.10914128392330832,0.013253914899958811,0.10011816024780273
run03,395,9,7,1.6627306350787654,0.056063325,0,994,0,0,1228,0.1060107108353753,0.0124536664572121,0.10002565383911133
run03,396,8,7,1.6611466092944955,0.055698486,0,992,0,0,951,0.10077127176152939,0.009124125367369675,0.30011582374572754
run03,397,8,6,1.6627498346285647,0.055620334,0,983,0,0,738,0.07341276015288997,0.0058146142165346575,0.20003843307495117
run03,398,8,8,1.6615705701268544,0.053625859,0,959,0,0,696,0.0762165053991071,0.005933369010702456,0.19994068145751953
run03,399,9,8,1.6618975484685061,0.053090444,0,963,0,0,736,0.06741861311507319,0.003743897871561091,0.20012736320495605
run03,400,9,8,1.6610023221138772,0.052312513,0,953,0,0,691,0.062112804355686536,0.005827676735155793,0.20000934600830078
